Komentar,Kategori
Harusnya gak ush di blur lah wajah tai nya,Bullying
Harusnya kita menghormati sesama bukan menjelekan sesama apalagi warga palestina itu sama aja dengan orang bodoh yang gak wajib untuk itu dan yang membuat dan memposting vidio seperti ini akan dibenci masyarakat sekitar 😢😢😢 kalian gak tau banyak orang Palestina yang meninggal karena israel aku tidak mau palestina di gituin walaupun nonmuslim jangan menjelekkan maaf kalau.ada salah omongan yang penting jangan menjelekkan sesama terimakasih,Bullying
harusnya maennya di oktagon biar rame,Non-bullying
"Hasil revolusi mental, percuma sekolah  gak masuk ke otak tu makna Pancasila",Bullying
"Hati hati , biasanya yg udh duduk di close thedoor besok"" masuk bui,. 😂😂😂",Non-bullying
"hbis nangis , ketawa lagi , ketahuan tu boong 56:44",Non-bullying
"He agusss sama keluarga agusss, ga mesti dikasih tau uang donasi itu untuk apaa, harusnya klen udah tau itu untuk apa, untuk biar kau cepat sembuhh, sikit2 ko blg ga dikasih tau untuk apa, org bantu kau nyumbang kau untuk kau sembuhhh, geram pulak aku nengok kamu semuaaaaaaaaaaaaaaaa",Non-bullying
Heeee rip cogil wkwk,Bullying
"Heh Monyong, di setiap channel Mba Novi lo sendiri yang mohon-mohon sama mba Novi buat cepet-cepet di operasi, bukan mba Novi yang maksa lo buat operasi, kalo emang keluarga lo pasrah itu mata ga ada harapan sembuh dari awal bilang, ga usah minta-minta operasi sampe nangis, bilang pake bpjs ga di tanganin lah, masih demam di suruh pulang sama RS lah, sekarang keluarga lo seenaknya bilang matanya ga ada harapan lah dari awal, BALIKIN ITU DUIT, BIAR MBA NOVI YANG NGATUR, DASAR MENTAL MISKIN, GA BOLEH LIAT DUIT LANGSUNG FOYA-FOYA, NUTUPIN SAMA NOVI, UNTUNG CEPET KETAUAN, KALO GA KETAUAN UDAH ABIS ITU DUIT GA JELAS JUNTRUNGANNYA, UDAH MISKIN, JAGO KORUPSI LAGI",Bullying
"Hei laki laki😂 jika kamu memilih cewek pintar dan kamu masih berpikir bisa bodoh in dia, ya inilah yg terjadi😂😂 hancur lah dirimu😂😂😂😂 cewek kalo udah pinter gaakan bisa direndahkan",Bullying
Heleh... Wawa pura2 nangis itu😂,Non-bullying
"Hell nah, solusinya selingkuh ?
Gila",Bullying
"Heran gua gak ada semangat2nya buat bisa lihat lagi, uang segitu keluar negri lah sono,",Non-bullying
Hero nya gitu gitu aja Khezcute gak mau Improvisasi😂,Non-bullying
"Hey jelek ,kalian klau mau terkenal jgn menghina bangsa yg sedang berduka,coba klau kalian d posisi mereka,kuat gak,",Bullying
Hhhhh kan dah bilng m ban xin klau RRQ menang m6 gk bkln rme lgi ML krna gk heran klau RRQ klah ...ampk smpain pun gk bkln mnang juara 1 pling yg mnang onic ph,Non-bullying
hidup alex,Non-bullying
"Hidup tdk akan tenang sampe di mana saja, kalian akan dihantui  rasa takut yg luar biasa "" foto ini vidio ini akan tersebar ke seluruh dunia sampe akhir zaman"" termasuk klrga mu  "" 🙏🏻",Non-bullying
"Hizzz lah saya bantu karena dari podcast denny sumargo, kasian banget sama agus. Tapi ternyata oh ternyata… males banget ngebantu kalau semua kaya begono 😢😢😢😢 mending bantuin kucing",Bullying
Hos nya kok suka lola ya😂 lama kali nyambung nya. Sering vidio” lain juga gitu😂.,Non-bullying
"Hostnya judgemental banget bjir. Cowo yg selingkuh tapi tetep berusaha nyalahin cewe yg ""bodoh"". Banyakin dengerin dulu biar paham kenapa sih dia kaya gitu. Host bilang bingung mulu karena dia ga dengerin, judging mulu. Kudu belajar lagi cara mendengarkan yg baik. Maaf tapi geregetan juga nontonnya.",Bullying
"Hrs di proses hukum dan di keluarkan dr sekolahnya...bangsat,babi,iblis,syetan,anjing,zionis israel,jika tdk bs di sentuh hukum,org tuanya sbg pengganti,ini sdh kterlaluan,di kala org2 palestina terancam nyawanya,hidupnya mnderita,koq bs2nya iblis2 kecil ini menari di atas penderitaan org lain,bangsaaaaaattt..jgn di ampuni apakagi di bebaskan,cari tau alamat rmhnya,di bunuh,di minum darahnya pun halal....😡😡😡",Bullying
"Hrusnya perjalanan awal semua  bntuan dri teh Novi, y harusnya teh Novi ttp jdi bgian dri urusan pengobatan agus, jngn sok apa""di lakuin sendiri. . Umpama donasi masuk teh Novi di kasih tau gc bakal urusan serumit ini..",Non-bullying
Hukum anjing anjing itu,Bullying
hukum jalur undang undang pasti lolos semoga dpt hukuman jalur langit,Non-bullying
"hukum mati ajalah orang""sprti itu gk ada guna nya juga hdp otak""asu",Bullying
Hukum seadil 2 y ini  masukan ke penjara  ini sama saja menghina umat Islam tangkep anak 2 yg tidak ada didikaan ahlak hukum jg kadih ampun bt malu Indonesia aja Hasbullah wanimal wakil 🤲t 😡😡😡 harus di hukum seberat 2 y krna kl tidak di hukum banyak yg ikut 2 engak ada adap  bt konten jurik sia😡😡😡,Non-bullying
"Hukumnya tidak diperbolehkan untuk membuka donasi ke rekening pribadi. Penggalangan donasi menggunakan rekening pribadi dianggap ilegal karena tidak sesuai dengan aturan. 
Aturan ini diatur dalam Permensos No. 8 Tahun 2021 yang menyatakan bahwa penggalangan donasi hanya boleh dilakukan oleh lembaga berbadan hukum yang memiliki izin. Rekening yang digunakan dalam penggalangan donasi juga harus atas nama lembaga tersebut. 
Larangan penggunaan rekening pribadi dalam pengumpulan donasi bertujuan untuk: Mengedepankan prinsip transparan dan akuntabel, Menghindari penyelewengan donasi. 
Penyalahgunaan dana donasi dapat dikategorikan sebagai penipuan. Sanksi pidana untuk penyalahgunaan dana donasi diatur dalam Pasal 372 KUHP.",Non-bullying
Hy gus klw bkn karna novi gk akan ada donasi nyet,Bullying
Ia tp yg cepet ngumpulin uang pas teh novi dan densu PC Agus!! Klo gk ada mereka ya 0 yupz!!,Non-bullying
ibarat makan numpang eh yg kasih makan dikasih tai😂,Bullying
ibaratkan maen game mode hard abis itu nyoba mode easy,Non-bullying
"Ibaratnya lagi gabrut tapi si cogil crot duluan sebelum bonyok.
Pengen liat muka tengil dia bonyok 😂",Bullying
Iblis,Bullying
Iblis,Bullying
Iblis anak LG makan2,Bullying
Iblis ber wujud manusia,Bullying
iblis berujud manusia,Bullying
Iblis berwujud manusia,Bullying
Iblis betina,Bullying
Iblis Dajal betina jancokkk,Bullying
iblis emang dia tuh hatinya terbuat dari tai,Bullying
Iblis enggak punya otak dan hati nurani,Bullying
iblis mampuskan,Bullying
"Iblis mereka itu, laknat",Bullying
"Iblis semua ini cewek"", kumpul netizen kita hazaaaa kita telanjangin nih",Bullying
Iblis semua itu. Bikin malu indonesia.,Bullying
"Iblis tapi manusia ya ini orang""nya ,mending kirim aja ke palestine biar mereka jadi makanan warga israel (ketawa villain)",Bullying
IBLIS TERKEJUT SAMBIL MULUTNYA MANGAP2 MELIHAT KELAKUAN ANAK MANUSIA YG LEBIH BINATANG DR PDA IBLIS,Bullying
"Iblis, tak punya nurani kemanusiaan, memalukan!!!!!!",Bullying
Iblis... berbentuk manusia...laknatullah,Bullying
IBLISS BETINA ternyata ada jga di dunia nyata😡😡,Bullying
iblissssssss,Bullying
"Ibu krudung putih sma yg pake masker, nyari pembelaan diri krna takut dri raut muka keliatan emng kyak gk ada niat baik sih, apalgi soal uang siapapun pasti gelap mata imannya gk kuat tinggal hati kita gimna biar ttep amanah. Tpi ngeselin juga sih keluarga nya mentingin yg lain drpada pak agus yg di dahulukan. Tpi entahlah kenapa si istri juga sikapnya begitu ke teh Novi apa mereka ber3 bersekongkol gk ada kejujuran.",Non-bullying
ibuk yg banyak menceritakan ini siapa nya pak agus atau istri pak agus?,Non-bullying
idaman cewek jakarta tu kan 😅😂,Non-bullying
Idaman para wanita ini,Non-bullying
"Idok kurang dalam shoutcall,rinz sering maju maju blunder,skylar berat punggungnya...dan kaga respect ban",Non-bullying
Idola cewe2 tolol,Bullying
"ihh gatau trimakasih dsr kluarga geloo, kalau gitu ngapain mau terima donasi sgitu bnyaknya klo emg udh tau agus ga bakal bisa lihat mau berobat dmna pun. mnding kasih yg lebih membutuhkan itu donasi sgitu banyaknya. yg sabar ya teh nopii",Non-bullying
"Iih… gak jujur nih orang. Uang sdh terkumpul di Agus 1,3 trus Novi nakut2in katanya spy masukin ke rek Yayasan. Dia gak cerita soal penyalah gunaan uang tsb oleh keluarga Agus. Menggunakan uang tsb ydk sesuai peruntukannya… Berobat aja belum sudah bayar utang. Pdahal kalau di tangani operasinya lebih cepat dan gak ikut ni orang kemana2  matanya bisa jadia kan lebih baik…",Non-bullying
"iihhh bang denyy, dilan mah sebelum nikah udh viral terkenallll... makanya pas dia nikah sama si jelek safno SHOCK BANGET, pdhl jaman dia single, bayanginnya pacarnya sultan, strong, ganteng, pejabat.. eh taunya muncul nikah sama si elek.",Non-bullying
"Ijin koment,,klo dpt donasi 1,5meter,,bisa aj berobat keluar negri mah,,,smoga lebih terang lah tapi akhirnya",Non-bullying
"Ijinkan saya memberikan kata kata motivasi.

Tolol, Bego, Dongok, Otaknya di dengkul, Beban keluarga, SDM rendah. Ada yg mau nambah?

Bersyukur gw gk terlalu koar koar di sosmed soal Palestina. Gk peduli mau apa dikata orang, daripada harga diri gw yg anjlok gara gara pendukungnya modelan begini. Gw dukung Palestina merdeka. Tapi gk mau ampe koar koar di internet juga.",Bullying
Impian semua warga indonesia cogil digebukin abis2an 😂,Bullying
indo masih bawak2 m1 tai 😂,Bullying
"Indonesia gk brani tutup produksi israel,pmerintah bangsat",Bullying
Indonesia sedang berjuang keras demi Palestina tapi anak anak ini membuat negara Indonesia jd jelek d mata dunia sungguh kelewatan anak anak remaja ini,Bullying
info ig nya sicogil dong,Bullying
Info yang tau rumahnya cewe cewe tersebut mau tak lempari parang,Non-bullying
infoin gua lawan cogil dong juga mau nih 🥱,Bullying
"ingat allah ...gak pada takut neraka tah...tau babi guling kan, yg di tusuk dari mulut tembus sampai silit ketika mau di panggang",Bullying
"ingat, fitnah wanita itu mengerikan ygy. Kita belajar dari beliau. Jangan blunder jadi laki. Mantepin dulu keimanan dan ilmu agama. Cari wanita yang punya rasa takut dengan dosa. Seopen mindednya laki"" tentang dunia, dia gak akan membiarkan wanita yang dia cintanya melakukan kesalahan (oplas) udah blunder lu bang dapet cewe begini wkwkkwk. 😂🤣😭",Non-bullying
Inget doyok lawan dono,Non-bullying
INGIN INJAK MUKA KALIAN BANGSAT,Bullying
ini adalah berkat bimbingan orang tuanya  yg suka makan daging anjing makanya ga punya rasa kemanusiaan mukanya jg serem2 kaya anjing,Bullying
Ini adalah contoh org2 yg goblok.....tdk berahlak....tdk bermoral.....,Bullying
ini anak 2 iblis.,Bullying
ini anak anak yang gak punya dasar agama ..udah di gruduk  rumah luh sama masa yang pro palestina leweh luh ahir ahir nya minta maaf,Non-bullying
Ini anak anak yg bapak anjing ibunya babi,Bullying
"INI ANAK ANJENG DAN ANAK BABI,,,ANAK ANJENG DAN ANAK BABI INI, BAPKNYA PASTI ANJENG DAN BABI,,,ANAK ANJENG DAN BABI INI BARU PULANG DARI G3R3JA DAN BARU SELESAI MENDENGAR PERKATAAN/ DOKTERIN  PEMIMPIN ANJENG DAN BABI DI SANA,,MAKANYA ANAK ANJENG DAN ANAK BABI INI TERUS MENGGONGGONG DAN MENYOSOR DI LUAR G3R3JA,,,DASAR ANAK ANJENG DAN BABI,,,,!!!!",Bullying
Ini anak anjing semoga nanti dia bisa merasakan penderitaan anak anak Palestina,Bullying
"Ini anak pasti Agamanya Kristen semua,,, ini anak gak berfikir pake Otak tapi Pake dengkul, kebanyakan makan rejeki uang Haram jadi begini, Kristen di Palestina itu juga Korban dari Kebiadaban Israel kalo mau tau GOBLOK,,,",Bullying
Ini anak2 Babi ini sekolahnya di smp mana?,Bullying
Ini anak2 bangsat mentalnya....kok bisa blng begitu ?....pdhl anak2 palistine itu dibunuh scr masal oleh bangsa biadab israel.....kl perlu proses hukum saja dan dipenjarakan saja anak2 goblok ini....lihat tampangnya saja bikin muak.....goblokkkk,Bullying
INI ANAK2 MANUSIA BUKAN YA? KO MAKAN DAGING DAN DARAH MANUSIA?? ANAK IBLIS KAH??,Bullying
"Ini anak2 nya orang kaffir Indonesia, mereka jahat dan tidak tahu diri, betapa bejatnya kan mereka mengajari anak2nya, akan kebencian terhadap Islam dan umat Islam, 95% kaffirun di Indonesia mendukung israhell, kita tahu israhell adalah iblis...",Bullying
Ini anak2 yg otaknya isinya lempung ....orang pekok gila.....coba yg km sebut itu keluargamu gmn reaksimu !!!!,Bullying
"Ini apa co ? Cwo tatoan kalo ga keren ya serem , ini gada keren keren nya gaada serem serem nya , badan loyo ga bisa nampol so so an naek ke ring",Non-bullying
Ini apaan sih astagaaa😣 bapak dapet donasi lohh bukan dapet uang dari langit yang langsung jadi OKB kok kayaa skfdhxgv😒😒😒,Non-bullying
Ini bahayanya terlalu sering makan babi,Bullying
Ini baru cewe aku suka banget dewasa kayannya,Non-bullying
ini baru cewe waras beda sama yg lain,Non-bullying
Ini beneran fullmatch ga sampe 5 mnt?????,Non-bullying
"ini bocah udh mukanya jelek2 kelakuan jelek semoga nasib hidup mereka jelek jga seperti kelakuan dan tampangnya, smbil tertawa ngejek penderitaan orang anak dajal",Bullying
"Ini cocoknya jadi pelawak aja, gak usah ikut tarung.
Kasian lihatnya.",Non-bullying
Ini cogil pake trick apaan,Bullying
"Ini contoh anak-anak babi kalo lagi makan ya gaes, emang suka berisik...",Bullying
Ini contoh generasi muda indonesia yang akan jadi generasi anjing anjingnya zionis israel 😂😂,Bullying
"Ini definisi cewek, anak gen Z , yang boom bnget sih . Gua suka cara lu dilan, lu keren anjir . Mau gua semangatin juga , emang lu udah semangat , malah GK ada celah lu untuk lenyeh2 njir.",Non-bullying
"Ini dimana ya, orang tua nya biadab anak nya pasti biadab. BANGSAT tolong info lokasi netizen!!!",Bullying
"Ini generasi"" Bangsat,, seperti tidak ada adab + agama kelakuan bocil ini😡😡😡",Bullying
Ini gol kafir.sejenis setan .,Bullying
"Ini gue yg bego. Apa FA yg terlalu pintar,sumpah gue gk ngerti apa yg diaomongin…,",Bullying
"Ini jatoh banyak pihak sih, termasuk RSCM... Usut aja lah yg kaya gini, ditolong gatau diri",Bullying
"Ini jdi pelajaran, uang donasi taro aja diyayasan kn udh dijelasin SMA teh Novi GK akan dipake cuma dismpen but berobat",Non-bullying
"INI KALAU COWOK YG SELINGKU SEMUA LANGSUNG FIX ITU COWOKNYA SALAH,TAPI KALAU SEBALIKNYA KALAU SI CEWEK  KETAUN SELINGKU KENAPA SALAH MASIH DIBELAH YA PADAHAL ADA BUKTINYA HAHAHA",Non-bullying
Ini kan kumpulan anak anak banjingan,Bullying
Ini kelompok anjing apa binatang ya,Bullying
Ini keluarga playing victim bngt,Non-bullying
Ini keren banget 😭 power banget buat cewe yang lemah 😭,Non-bullying
ini lah iblis yang sesungguhnya,Bullying
Ini mah bukan ngelawan cogil tapi bocil,Bullying
Ini mah nnton komedi anjing bukn tinju😅😅😂😂,Bullying
"Ini manusia skolah nya sama tempat tinggal nya dmana , kasih tau  menderita nya org orang atau anak anak palestina gmna , serius nanya skolah sma rumah nya dimna org org udik ini",Bullying
"Ini masalah serius bukan candaan. 
Tidaklah cukup sekedar minta maaf.
Harus di tangkap di adili masukkan bui.  Saya harap ada pihak yg secara resmi membuat laporan ke Polisi. 
Bukti video sdh ada...
Nunggu apa lagi?
Ini mencoreng nama bangsa dan negara.
Inilah kelakuan  oten2 masih kecil sdh kayak binatang.
Hanya binatanglah yg makan daging,darah dan tulang manusia.
Agama mereka di bawa oleh penjajah. 
Pantesan mereka membela penjajah.",Bullying
Ini materi terjelek close the door....ngundang orang ini. Jdi mual gue...uwek...uwek...uwek,Bullying
"Ini menurut gue ya, inti dari permasalahan ini adalah :
1. Uang donasi tidak 100% dipakai untuk kebutuhan Agus (selaku korban) melainkan uangnya di bagi2 ke pihak keluarga untuk bentuk ""terimakasih"". Jadi seakan-akan ini bentuk penyalahan donasi, Tujuan utama donasi kan buat pengobatan! bukan keluarga agus
2. Segala info ditutup-tutupi padahal Teh Novi adalah orang yg paling berhak tau tentang keadaan Agus, karena dia adalah yg membawa dan membantu Agus sehingga Agus bisa mendapatkan donasi sebesar itu",Non-bullying
"Ini mereka nanti bakal diculik dan jadi korban pembunuhan buta kah?
Bercanda bisa dibalas dengan bercanda kan?",Bullying
Ini mereka nda sadar kah  dengan ucapan setan kurang ajar,Bullying
"Ini namanya aji mumpung,,,
Mnta donasi untuk jangka panjang,,,untuk hidup lebih lama😭😭
Allah pemikiran mcam apa ini???",Non-bullying
ini namanya KORUPSI,Non-bullying
Ini namanya melumuri tai kucing di muka sendiri😂,Bullying
ini namanya the real anak anjing!,Bullying
"Ini ni calon orang yang masuk 
Neraka Jahanna",Non-bullying
"Ini nih cewe pinter, ga kaya istri pilot tuh. Ya Allah gedeg banget.",Bullying
"Ini nih kalau hukum itu mudah diatasi dgn kata MAAF , wanita² iblis ini harus diproses hukum",Bullying
"Ini Novi bantuin orang tpi ikhlasnya setenga""....",Non-bullying
Ini orang GK tau posisi di Palestine bayang kan dia di posisi pasti mereka sedih kerana dibom oleh Israel  saya  kesian sama anak Palestina yang dibunuh kekejaman Israel  gada bapak gada ibu apa kalian GK sedih apa semilan gada ibu BG bapak sedih orang kita cinta ini kalo makan mekdi gapapa tapi jg hina Palestine mereka lagi sedih dari di Palestin keluarga di Palestine dibunuh oleh negara bangsat dan biadap ingat kita ini Indonesia mau gama Islam Kristen Hindu kita dukung Palestina ini bukan perang agama ini adalah pejajah bro dari Israel yang biadap kalo bercanda itu pake akal sehat nya bro semoga akan balas perbuatan mereka amin dan semoga setan di Palestine di azab oleh Allah biar keluarga kita bisa hidup dengan tenang kita bersama Palestina free Palestine I am always with you Palestine,Bullying
Ini para bajingan yg harus di hukum berat...baru bisa makan daging udah sombong...dasar anjing ni orang....,Bullying
Ini pasti anak babi,Bullying
"Ini pasti bkn anak anak2 muslim.. pasti kristen nih anak... Pasti lg menikmati baby krn sifatnya sprt babi ngetawain anak2 palestina yang menderita...

Dasar anak2 biadab😡😡😡",Bullying
Ini pasti pendukungnya isrewel org kafir yg tinggal di Indonesia.... sumpah nyesek bgt dengernya.... fanatisme mereka dg zionis membutakan kemanusiaan mereka,Bullying
"Ini RRQ punya kutukan M-Series apa gimana dah 😂
Saran aja sih mending next bikin divisi Dangdut Academy dijamin bakal menang 100% 😊",Non-bullying
"Ini sama dgn buang2 waktu. Ini sama dgn udah deal tapi di cancel. 
Diluar expektasi trnyata si cogil bajingan gede bacot doang anjing. Asli gua nyesel liatnya. Karna sudah ngasih saran juga ke maliki di kolkom. utk ajak main dulu. Setelah dia abis napas kemudian ko in dia. Eh trnyata. Pas dia abis nafas. Ada momen utk ngabisin si cogil. Dia menyatakan menyerah. Kan gemet bgt. Support terus maliki",Bullying
